'NIM','Kode MK','Nilai Huruf','Kelas',,'Semester'
'F1B013077','ES4142','A','NULL',,20151
'F1B013082','ES4142','A','NULL',,20151
'F1B014003','ES4142','A','NULL',,20151
'F1B014009','ES4142','A','NULL',,20151
'F1B014013','ES4142','A','NULL',,20151
'F1B014020','ES4142','A','NULL',,20151
'F1B014031','ES4142','A','NULL',,20151
'F1B014038','ES4142','A','NULL',,20151
'F1B014041','ES4142','A','NULL',,20151
'F1B014044','ES4142','A','NULL',,20151
'F1B014052','ES4142','A','NULL',,20151
'F1B014053','ES4142','A','NULL',,20151
'F1B014059','ES4142','A','NULL',,20151
'F1B014076','ES4142','A','NULL',,20151
'F1B014078','ES4142','A','NULL',,20151
'F1B014081','ES4142','K','NULL',,20151
'F1B014084','ES4142','A','NULL',,20151
'F1B014085','ES4142','A','NULL',,20151
'F1B014091','ES4142','A','NULL',,20151
'F1B014100','ES4142','A','NULL',,20151
'F1B014102','ES4142','A','NULL',,20151
'F1B014103','ES4142','A','NULL',,20151
'F1B014104','ES4142','A','NULL',,20151
'F1B014106','ES4142','K','NULL',,20151
'F1B008030','ES4144','K','NULL',,20151
'F1B009023','ES4144','K','NULL',,20151
'F1B010012','ES4144','E','NULL',,20151
'F1B010018','ES4144','C+','NULL',,20151
'F1B010081','ES4144','K','NULL',,20151
'F1B011001','ES4144','K','NULL',,20151
'F1B011006','ES4144','E','NULL',,20151
'F1B011009','ES4144','B','NULL',,20151
'F1B011013','ES4144','C+','NULL',,20151
'F1B011018','ES4144','E','NULL',,20151
'F1B011023','ES4144','B','NULL',,20151
'F1B011026','ES4144','B','NULL',,20151
'F1B011027','ES4144','C+','NULL',,20151
'F1B011035','ES4144','C+','NULL',,20151
'F1B011043','ES4144','B','NULL',,20151
'F1B011069','ES4144','K','NULL',,20151
'F1B011085','ES4144','C','NULL',,20151
'F1B011091','ES4144','B','NULL',,20151
'F1B012001','ES4144','B+','NULL',,20151
'F1B012004','ES4144','K','NULL',,20151
'F1B012009','ES4144','C+','NULL',,20151
'F1B012010','ES4144','C+','NULL',,20151
'F1B012012','ES4144','B+','NULL',,20151
'F1B012013','ES4144','B+','NULL',,20151
'F1B012014','ES4144','C+','NULL',,20151
'F1B012017','ES4144','B','NULL',,20151
'F1B012019','ES4144','B+','NULL',,20151
'F1B012020','ES4144','E','NULL',,20151
'F1B012022','ES4144','B','NULL',,20151
'F1B012024','ES4144','B','NULL',,20151
'F1B012025','ES4144','B','NULL',,20151
'F1B012026','ES4144','E','NULL',,20151
'F1B012031','ES4144','B','NULL',,20151
'F1B012035','ES4144','B','NULL',,20151
'F1B012039','ES4144','B+','NULL',,20151
'F1B012042','ES4144','B+','NULL',,20151
'F1B012045','ES4144','B+','NULL',,20151
'F1B012046','ES4144','B','NULL',,20151
'F1B012047','ES4144','A','NULL',,20151
'F1B012049','ES4144','B+','NULL',,20151
'F1B012055','ES4144','C+','NULL',,20151
'F1B012057','ES4144','A','NULL',,20151
'F1B012058','ES4144','B','NULL',,20151
'F1B012064','ES4144','B+','NULL',,20151
'F1B012067','ES4144','C+','NULL',,20151
'F1B012070','ES4144','C+','NULL',,20151
'F1B012072','ES4144','B+','NULL',,20151
'F1B012074','ES4144','B+','NULL',,20151
'F1B012075','ES4144','A','NULL',,20151
'F1B012076','ES4144','B','NULL',,20151
'F1B012077','ES4144','B','NULL',,20151
'F1B012079','ES4144','C+','NULL',,20151
'F1B012082','ES4144','C+','NULL',,20151
'F1B012083','ES4144','B+','NULL',,20151
'F1B012085','ES4144','B+','NULL',,20151
'F1B012087','ES4144','B+','NULL',,20151
'F1B012096','ES4144','C','NULL',,20151
'F1B012097','ES4144','C+','NULL',,20151
'F1B212008','ES4144','B','NULL',,20151
'F1B212038','ES4144','B','NULL',,20151
'F1B212040','ES4144','B','NULL',,20151
'F1B212041','ES4144','B+','NULL',,20151
'F1B212052','ES4144','E','NULL',,20151
'F1B212053','ES4144','B','NULL',,20151
'F1B212059','ES4144','B','NULL',,20151
'F1B212066','ES4144','B','NULL',,20151
'F1B212080','ES4144','C','NULL',,20151
'F1B212084','ES4144','C+','NULL',,20151
'F1B010006','ES4245','A','NULL',,20151
'F1B010034','ES4245','A','NULL',,20151
'F1B010042','ES4245','A','NULL',,20151
'F1B010081','ES4245','A','NULL',,20151
'F1B011009','ES4245','A','NULL',,20151
'F1B011016','ES4245','A','NULL',,20151
'F1B011023','ES4245','A','NULL',,20151
'F1B011027','ES4245','A','NULL',,20151
'F1B011035','ES4245','A','NULL',,20151
'F1B011047','ES4245','A','NULL',,20151
'F1B011090','ES4245','A','NULL',,20151
'F1B012010','ES4245','A','NULL',,20151
'F1B012012','ES4245','A','NULL',,20151
'F1B012013','ES4245','A','NULL',,20151
'F1B012022','ES4245','A','NULL',,20151
'F1B012031','ES4245','A','NULL',,20151
'F1B012039','ES4245','A','NULL',,20151
'F1B012042','ES4245','A','NULL',,20151
'F1B012045','ES4245','A','NULL',,20151
'F1B012049','ES4245','A','NULL',,20151
'F1B012057','ES4245','A','NULL',,20151
'F1B012058','ES4245','A','NULL',,20151
'F1B012064','ES4245','A','NULL',,20151
'F1B012070','ES4245','A','NULL',,20151
'F1B012077','ES4245','A','NULL',,20151
'F1B012083','ES4245','A','NULL',,20151
'F1B012096','ES4245','A','NULL',,20151
'F1B212040','ES4245','A','NULL',,20151
'F1B212041','ES4245','A','NULL',,20151
'F1B212059','ES4245','A','NULL',,20151
'F1B009039','ES4248','A','NULL',,20151
'F1B011036','ES4248','A','NULL',,20151
'F1B011039','ES4248','A','NULL',,20151
'F1B011058','ES4248','B+','NULL',,20151
