'nim','kodemk','nilaiH','TA'
'F1B110045','EU3137','D+','2013/2014'
'F1B110055','EU3137','B','2013/2014'
'F1B110072','EU3137','D','2013/2014'
'F1B111002','EU3137','D','2013/2014'
'F1B111005','EU3137','E','2013/2014'
'F1B111009','EU3137','E','2013/2014'
'F1B111012','EU3137','E','2013/2014'
'F1B111014','EU3137','E','2013/2014'
'F1B111015','EU3137','E','2013/2014'
'F1B111017','EU3137','D','2013/2014'
'F1B111019','EU3137','E','2013/2014'
'F1B111020','EU3137','E','2013/2014'
'F1B111021','EU3137','D+','2013/2014'
'F1B111024','EU3137','D','2013/2014'
'F1B111025','EU3137','E','2013/2014'
'F1B111027','EU3137','D','2013/2014'
'F1B111029','EU3137','E','2013/2014'
'F1B111031','EU3137','E','2013/2014'
'F1B111033','EU3137','E','2013/2014'
'F1B111034','EU3137','E','2013/2014'
'F1B111039','EU3137','C','2013/2014'
'F1B111040','EU3137','E','2013/2014'
'F1B111041','EU3137','D+','2013/2014'
'F1B111043','EU3137','D+','2013/2014'
'F1B111047','EU3137','D','2013/2014'
'F1B111049','EU3137','E','2013/2014'
'F1B111051','EU3137','D+','2013/2014'
'F1B111053','EU3137','D+','2013/2014'
'F1B111054','EU3137','C','2013/2014'
'F1B111059','EU3137','E','2013/2014'
'F1B111063','EU3137','E','2013/2014'
'F1B111075','EU3137','D','2013/2014'
'F1B111077','EU3137','E','2013/2014'
'F1B111080','EU3137','C','2013/2014'
'F1B111081','EU3137','E','2013/2014'
'F1B111083','EU3137','E','2013/2014'
'F1B111087','EU3137','E','2013/2014'
'F1B111088','EU3137','D','2013/2014'
'F1B111089','EU3137','D','2013/2014'
'F1B113035','EU3137','K','2013/2014'
'F1B110006','EL4026','C+','2013/2014'
'F1B110025','EL4026','A','2013/2014'
'F1B110042','EL4026','C+','2013/2014'
'F1B110045','EL4026','C+','2013/2014'
'F1B110055','EL4026','B','2013/2014'
'F1B110057','EL4026','B+','2013/2014'
'F1B110062','EL4026','B+','2013/2014'
'F1B110066','EL4026','A','2013/2014'
'F1B110078','EL4026','B','2013/2014'
'F1B111005','ET3102','C+','2013/2014'
'F1B111010','ET3102','D','2013/2014'
'F1B111012','ET3102','C+','2013/2014'
'F1B111017','ET3102','B+','2013/2014'
'F1B111022','ET3102','C+','2013/2014'
'F1B111025','ET3102','D','2013/2014'
'F1B111026','ET3102','B','2013/2014'
'F1B111032','ET3102','D','2013/2014'
'F1B111039','ET3102','B+','2013/2014'
'F1B111040','ET3102','C','2013/2014'
'F1B111049','ET3102','C+','2013/2014'
'F1B111054','ET3102','C+','2013/2014'
'F1B111070','ET3102','C','2013/2014'
'F1B111081','ET3102','D+','2013/2014'
'F1B111083','ET3102','D+','2013/2014'
'F1B110002','EK4114','B','2013/2014'
'F1B110003','EK4114','C','2013/2014'
'F1B110005','EK4114','B','2013/2014'
'F1B110009','EK4114','B','2013/2014'
'F1B110010','EK4114','C+','2013/2014'
'F1B110016','EK4114','C','2013/2014'
'F1B110021','EK4114','B','2013/2014'
'F1B110026','EK4114','C+','2013/2014'
'F1B110028','EK4114','B+','2013/2014'
'F1B110029','EK4114','C+','2013/2014'
'F1B110033','EK4114','B','2013/2014'
'F1B110034','EK4114','B','2013/2014'
'F1B110036','EK4114','B','2013/2014'
'F1B110048','EK4114','C','2013/2014'
'F1B110049','EK4114','C+','2013/2014'
'F1B110059','EK4114','C+','2013/2014'
'F1B110063','EK4114','C+','2013/2014'
'F1B110064','EK4114','B','2013/2014'
'F1B110067','EK4114','C+','2013/2014'
'F1B110068','EK4114','B','2013/2014'
'F1B110071','EK4114','C','2013/2014'
'F1B110077','EK4114','C+','2013/2014'
'F1B110079','EK4114','C+','2013/2014'
'F1B110005','EU3148','B+','2013/2014'
'F1B110059','EU3148','B+','2013/2014'
'F1B110063','EU3148','B+','2013/2014'
'F1B110077','EU3148','B+','2013/2014'
'F1B111002','EU3148','B+','2013/2014'
'F1B111014','EU3148','B+','2013/2014'
'F1B111015','EU3148','B+','2013/2014'
'F1B111021','EU3148','B+','2013/2014'
'F1B111023','EU3148','C+','2013/2014'
'F1B111024','EU3148','C+','2013/2014'
'F1B111029','EU3148','A','2013/2014'
'F1B111030','EU3148','E','2013/2014'
'F1B111031','EU3148','A','2013/2014'
'F1B111034','EU3148','B','2013/2014'
'F1B111041','EU3148','B+','2013/2014'
'F1B111042','EU3148','B','2013/2014'
'F1B111043','EU3148','B+','2013/2014'
'F1B111047','EU3148','B','2013/2014'
'F1B111053','EU3148','A','2013/2014'
'F1B111059','EU3148','B','2013/2014'
'F1B111063','EU3148','B','2013/2014'
'F1B111075','EU3148','B','2013/2014'
'F1B111077','EU3148','B','2013/2014'
'F1B111079','EU3148','A','2013/2014'
'F1B111080','EU3148','B+','2013/2014'
'F1B111088','EU3148','B+','2013/2014'
'F1B110005','EE3014','B+','2013/2014'
'F1B110028','EE3014','B','2013/2014'
'F1B110033','EE3014','B','2013/2014'
'F1B110063','EE3014','B','2013/2014'
'F1B111001','EE3014','K','2013/2014'
'F1B111005','ET3101','B','2013/2014'
'F1B111012','ET3101','B','2013/2014'
'F1B111017','ET3101','B+','2013/2014'
'F1B111020','ET3101','D','2013/2014'
'F1B111022','ET3101','B','2013/2014'
'F1B111025','ET3101','C+','2013/2014'
'F1B111026','ET3101','B','2013/2014'
'F1B111039','ET3101','B+','2013/2014'
'F1B111040','ET3101','B+','2013/2014'
'F1B111049','ET3101','B','2013/2014'
'F1B111054','ET3101','B','2013/2014'
'F1B111070','ET3101','B','2013/2014'
'F1B111081','ET3101','B','2013/2014'
'F1B111083','ET3101','B','2013/2014'
'F1B110062','EL3103','B','2013/2014'
'F1B111002','EL3103','B','2013/2014'
'F1B111014','EL3103','C','2013/2014'
'F1B111021','EL3103','C+','2013/2014'
'F1B111029','EL3103','B','2013/2014'
'F1B111030','EL3103','D+','2013/2014'
'F1B111031','EL3103','B','2013/2014'
'F1B111041','EL3103','D+','2013/2014'
'F1B111043','EL3103','B','2013/2014'
'F1B111053','EL3103','D+','2013/2014'
'F1B111059','EL3103','D+','2013/2014'
'F1B111063','EL3103','C','2013/2014'
'F1B111077','EL3103','D+','2013/2014'
'F1B111079','EL3103','C','2013/2014'
'F1B111088','EL3103','C','2013/2014'
